sales_order_id,product_id,product_name,custumer_id,customer_marital_status,customer_gender,territory_id,territory_name,special_offer_id,special_offer_type,special_offer_category,sales_order_ak,order_date,due_date,ship_date,subtotal,order_qty,unit_price,unit_price_discount
15314696,791,"Road-250 Red, 52",281,M,M,4,Southwest,1,No Discount,No Discount,1cef3d48-673b-411f-9529-3f98a1853cff,2012-03-30 00:00:00,2012-04-11 00:00:00,2012-04-06 00:00:00,46519.14,3,28.84,0.00
25210767,847,Headlights - Dual-Beam,281,M,M,4,Southwest,1,No Discount,No Discount,c9e898c0-85db-450a-afcb-b1a67d71541c,2014-01-29 00:00:00,2014-02-10 00:00:00,2014-02-05 00:00:00,19300.93,1,323.99,0.00
27294780,859,"Half-Finger Gloves, M",278,M,M,6,Canada,1,No Discount,No Discount,2ea9d1ba-5b3b-4c8a-9f8d-e758c2988c1b,2013-07-31 00:00:00,2013-08-12 00:00:00,2013-08-07 00:00:00,4216.11,2,1376.99,0.00
795835,709,"Mountain Bike Socks, M",281,M,M,4,Southwest,1,No Discount,No Discount,97601fe3-6275-47c1-b4f0-be9fffee5c7d,2011-11-19 00:00:00,2011-12-01 00:00:00,2011-11-26 00:00:00,3578.27,1,3578.27,0.00
2842161,720,"HL Road Frame - Red, 52",290,S,M,7,France,1,No Discount,No Discount,81a5d2e7-f48b-462e-8bcb-d032f4628dd0,2014-01-30 00:00:00,2014-02-11 00:00:00,2014-02-06 00:00:00,1155.48,1,34.99,0.00
2725948,720,"HL Road Frame - Red, 52",280,S,F,1,Northwest,1,No Discount,No Discount,1439bd89-3530-4072-af56-24924cc397a7,2013-12-10 00:00:00,2013-12-22 00:00:00,2013-12-17 00:00:00,96.07,1,3.99,0.00
33118711,891,"HL Touring Frame - Blue, 50",286,S,F,9,Australia,1,No Discount,No Discount,852f2713-412d-453b-9b8a-ce8e3fb88e49,2013-12-03 00:00:00,2013-12-15 00:00:00,2013-12-10 00:00:00,28.98,1,24.99,0.00
19753568,816,ML Mountain Front Wheel,281,M,M,4,Southwest,1,No Discount,No Discount,bec08a97-6943-4b25-8003-65cff71b2f67,2014-01-05 00:00:00,2014-01-17 00:00:00,2014-01-12 00:00:00,2469.05,1,34.99,0.00
12360283,774,"Mountain-100 Silver, 48",290,S,M,7,France,1,No Discount,No Discount,17203bcb-971d-464d-9579-4837792d0f91,2013-11-07 00:00:00,2013-11-19 00:00:00,2013-11-14 00:00:00,2353.95,1,34.99,0.00
28687751,866,"Classic Vest, L",290,S,M,7,France,1,No Discount,No Discount,2ae48717-6929-47d3-9fde-d33cf12a08ce,2014-03-04 00:00:00,2014-03-16 00:00:00,2014-03-11 00:00:00,184.48,1,159.00,0.00
39994347,930,HL Mountain Tire,289,M,F,10,United Kingdom,1,No Discount,No Discount,78739e3c-a3bd-4177-be63-def4b77dd556,2014-06-10 00:00:00,2014-06-22 00:00:00,2014-06-17 00:00:00,84.97,1,4.99,0.00
26914001,857,"Men's Bib-Shorts, L",276,M,F,4,Southwest,1,No Discount,No Discount,3ec71fe6-f40c-4b4e-ba76-7ce00a0530b2,2013-04-30 00:00:00,2013-05-12 00:00:00,2013-05-07 00:00:00,78942.28,1,1466.01,0.00
48707441,980,"Mountain-400-W Silver, 38",276,M,F,4,Southwest,1,No Discount,No Discount,c61ee42b-8599-422a-b666-ab2c064174cd,2013-09-03 00:00:00,2013-09-15 00:00:00,2013-09-10 00:00:00,639.45,1,564.99,0.00
28680445,866,"Classic Vest, L",289,M,F,10,United Kingdom,1,No Discount,No Discount,6365ea2a-3d81-47d7-94be-2feed3aa15e9,2013-03-30 00:00:00,2013-04-11 00:00:00,2013-04-06 00:00:00,26839.09,1,22.79,0.00
50207109,988,"Mountain-500 Silver, 52",283,S,M,1,Northwest,1,No Discount,No Discount,6a01a0ff-4826-4bbb-994e-62df8e34a567,2013-10-14 00:00:00,2013-10-26 00:00:00,2013-10-21 00:00:00,1174.48,1,53.99,0.00
31512099,882,"Short-Sleeve Classic Jersey, M",284,M,M,1,Northwest,1,No Discount,No Discount,d9a7864f-8908-4347-a399-cdefe5328ea6,2013-04-30 00:00:00,2013-05-12 00:00:00,2013-05-07 00:00:00,32195.74,4,28.84,0.00
19487794,814,"ML Mountain Frame - Black, 38",290,S,M,7,France,1,No Discount,No Discount,e0849ce6-a078-4052-bc7f-0695e55bdd4d,2013-07-16 00:00:00,2013-07-28 00:00:00,2013-07-23 00:00:00,2501.96,1,35.00,0.00
21746545,827,ML Road Rear Wheel,286,S,F,9,Australia,1,No Discount,No Discount,7e20cf61-f63a-4d59-bab3-153f3bd3cd11,2013-12-14 00:00:00,2013-12-26 00:00:00,2013-12-21 00:00:00,2294.99,1,2294.99,0.00
19180920,813,HL Road Handlebars,278,M,M,6,Canada,1,No Discount,No Discount,9d07e19c-0672-42e6-bc61-765bceed32a2,2012-11-30 00:00:00,2012-12-12 00:00:00,2012-12-07 00:00:00,24351.99,5,209.26,0.00
47145652,971,"Touring-2000 Blue, 50",280,S,F,1,Northwest,1,No Discount,No Discount,e09662bd-1e18-4e53-9a29-d802401f99c7,2014-01-18 00:00:00,2014-01-30 00:00:00,2014-01-25 00:00:00,63.47,1,34.99,0.00
45176497,960,"Touring-3000 Blue, 62",279,M,M,5,Southeast,1,No Discount,No Discount,6f42a74f-87b7-4b4e-8018-8daf782141ad,2013-06-30 00:00:00,2013-07-12 00:00:00,2013-07-07 00:00:00,38544.34,3,1020.59,0.00
20794261,822,"ML Road Frame-W - Yellow, 38",281,M,M,4,Southwest,1,No Discount,No Discount,660271fa-a4c8-4a80-86eb-efea487fb3e3,2013-12-24 00:00:00,2014-01-05 00:00:00,2013-12-31 00:00:00,13.98,1,4.99,0.00
2759244,720,"HL Road Frame - Red, 52",281,M,M,4,Southwest,1,No Discount,No Discount,e17e4f4d-56b9-4af5-a517-bba467b93f50,2012-04-30 00:00:00,2012-05-12 00:00:00,2012-05-07 00:00:00,42729.52,2,818.70,0.00
21276792,825,HL Mountain Rear Wheel,277,S,F,3,Central,1,No Discount,No Discount,40b08886-8140-493a-8834-9491ea8c565f,2013-07-31 00:00:00,2013-08-12 00:00:00,2013-08-07 00:00:00,33592.04,2,1466.01,0.00
39900920,930,HL Mountain Tire,281,M,M,4,Southwest,1,No Discount,No Discount,0259d1a5-6507-4a0f-bea0-81980feff6c8,2012-06-30 00:00:00,2012-07-12 00:00:00,2012-07-07 00:00:00,8453.31,3,324.45,0.00
34381562,898,"LL Touring Frame - Blue, 62",290,S,M,7,France,1,No Discount,No Discount,92deb47f-5339-4080-9795-fe6c099df107,2013-09-28 00:00:00,2013-10-10 00:00:00,2013-10-05 00:00:00,2354.98,1,34.99,0.00
4965964,733,"ML Road Frame - Red, 52",276,M,F,4,Southwest,1,No Discount,No Discount,527175ac-4d7b-41d0-98ed-4641066d8391,2013-07-15 00:00:00,2013-07-27 00:00:00,2013-07-22 00:00:00,37.29,1,35.00,0.00
8255815,751,"Road-150 Red, 48",286,S,F,9,Australia,1,No Discount,No Discount,c6e5ec1d-9077-4912-bba0-15b28d0a86dd,2013-10-22 00:00:00,2013-11-03 00:00:00,2013-10-29 00:00:00,2329.99,1,35.00,0.00
34737185,900,"LL Touring Frame - Yellow, 50",290,S,M,7,France,1,No Discount,No Discount,a7c50ef8-138f-45d0-9ae1-f5be0747e3f9,2014-04-18 00:00:00,2014-04-30 00:00:00,2014-04-25 00:00:00,2344.96,1,9.99,0.00
18571579,809,ML Mountain Handlebars,284,M,M,1,Northwest,1,No Discount,No Discount,be91deeb-333a-495b-b7b4-11357e64e152,2013-09-30 00:00:00,2013-10-12 00:00:00,2013-10-07 00:00:00,73114.15,6,1.37,0.00
23051410,835,"ML Road Frame-W - Yellow, 44",278,M,M,6,Canada,1,No Discount,No Discount,c7bc65c5-bb4a-4f8e-ba4a-f40ec84db5f2,2012-07-31 00:00:00,2012-08-12 00:00:00,2012-08-07 00:00:00,96577.14,2,24.29,0.00
33888720,896,"LL Touring Frame - Blue, 54",277,S,F,3,Central,1,No Discount,No Discount,108faa17-00a3-4b6e-8fa9-c6386322f400,2012-11-30 00:00:00,2012-12-12 00:00:00,2012-12-07 00:00:00,28063.26,1,469.79,0.00
5544017,736,"LL Road Frame - Black, 44",280,S,F,1,Northwest,1,No Discount,No Discount,ed84d013-4ca0-426f-b607-edbfe8a15786,2014-04-28 00:00:00,2014-05-10 00:00:00,2014-05-05 00:00:00,1793.47,1,1700.99,0.00
20408669,820,HL Road Front Wheel,278,M,M,6,Canada,1,No Discount,No Discount,93ef9e5b-e88f-4c97-b59a-3113670f2b10,2013-10-29 00:00:00,2013-11-10 00:00:00,2013-11-05 00:00:00,27.28,1,2.29,0.00
11042479,767,"Road-650 Black, 62",282,M,M,6,Canada,1,No Discount,No Discount,5b1e41f9-06b2-430d-8faa-4c918729d73e,2012-05-30 00:00:00,2012-06-11 00:00:00,2012-06-06 00:00:00,72131.98,1,600.26,0.00
15028984,789,"Road-250 Red, 44",286,S,F,9,Australia,1,No Discount,No Discount,58221e11-879e-4c8d-9762-e9c402008bee,2012-07-22 00:00:00,2012-08-03 00:00:00,2012-07-29 00:00:00,2071.42,1,2071.42,0.00
4746509,731,"ML Road Frame - Red, 44",286,S,F,9,Australia,1,No Discount,No Discount,6d9175ee-67d3-47df-b744-5b4f8c92fe5e,2014-03-04 00:00:00,2014-03-16 00:00:00,2014-03-11 00:00:00,2344.96,1,34.99,0.00
4707330,731,"ML Road Frame - Red, 44",282,M,M,6,Canada,1,No Discount,No Discount,cec3e9d1-d1a2-405e-b85b-166f53725da3,2013-03-30 00:00:00,2013-04-11 00:00:00,2013-04-06 00:00:00,45840.93,4,469.79,0.00
39762503,929,ML Mountain Tire,282,M,M,6,Canada,1,No Discount,No Discount,dfe7d14b-4428-4447-90c8-06efeb7d7943,2011-10-01 00:00:00,2011-10-13 00:00:00,2011-10-08 00:00:00,41452.65,3,419.46,0.00
8228847,751,"Road-150 Red, 48",283,S,M,1,Northwest,1,No Discount,No Discount,eeb42c7b-70e1-490a-a55b-c62acebd6f8c,2014-03-23 00:00:00,2014-04-04 00:00:00,2014-03-30 00:00:00,34.99,1,34.99,0.00
165819,680,"HL Road Frame - Black, 58",289,M,F,10,United Kingdom,1,No Discount,No Discount,ecfc6ad2-f55d-43d2-af03-c08b55535550,2013-06-30 00:00:00,2013-07-12 00:00:00,2013-07-07 00:00:00,98066.50,3,38.10,0.00
26100904,852,"Women's Tights, S",282,M,M,6,Canada,1,No Discount,No Discount,288e84e8-aa83-44c7-91d6-7eaa675044ef,2012-08-30 00:00:00,2012-09-11 00:00:00,2012-09-06 00:00:00,5360.16,2,22.79,0.00
12374606,775,"Mountain-100 Black, 38",276,M,F,4,Southwest,1,No Discount,No Discount,173e681e-91b0-4cc1-b2cb-a8d0bd8f9526,2014-06-07 00:00:00,2014-06-19 00:00:00,2014-06-14 00:00:00,32.27,1,24.99,0.00
50557294,990,"Mountain-500 Black, 42",283,S,M,1,Northwest,1,No Discount,No Discount,76a882a0-ff01-4a85-a193-678b6ec64748,2014-04-02 00:00:00,2014-04-14 00:00:00,2014-04-09 00:00:00,2365.94,1,9.99,0.00
31418124,882,"Short-Sleeve Classic Jersey, M",278,M,M,6,Canada,1,No Discount,No Discount,8427a6eb-d1f0-4de6-9b5a-d5ec9a9a3be3,2013-03-30 00:00:00,2013-04-11 00:00:00,2013-04-06 00:00:00,44798.96,1,202.33,0.00
6061689,739,"HL Mountain Frame - Silver, 42",280,S,F,1,Northwest,1,No Discount,No Discount,1cbd9166-3314-47ec-a196-1348f34b9dbb,2013-02-28 00:00:00,2013-03-12 00:00:00,2013-03-07 00:00:00,49152.43,4,28.84,0.00
36308616,909,ML Mountain Seat/Saddle,288,S,F,8,Germany,1,No Discount,No Discount,c5ad1b7e-1e2f-439d-81a5-b0cce521ab9d,2014-04-10 00:00:00,2014-04-22 00:00:00,2014-04-17 00:00:00,793.76,1,21.98,0.00
1449598,713,"Long-Sleeve Logo Jersey, S",276,M,F,4,Southwest,1,No Discount,No Discount,9f738fed-7ee5-449f-b1f0-6efa1e7c2195,2013-01-11 00:00:00,2013-01-23 00:00:00,2013-01-18 00:00:00,2071.42,1,2071.42,0.00
34100144,897,"LL Touring Frame - Blue, 58",280,S,F,1,Northwest,1,No Discount,No Discount,bf750c4e-6076-4034-9f4b-10cfa8f5f998,2013-08-24 00:00:00,2013-09-05 00:00:00,2013-08-31 00:00:00,71.58,1,34.99,0.00
30565844,877,Bike Wash - Dissolver,281,M,M,4,Southwest,1,No Discount,No Discount,751453a0-d2b6-49f9-af69-ee3b11e1529f,2013-04-30 00:00:00,2013-05-12 00:00:00,2013-05-07 00:00:00,43678.96,1,183.94,0.00
16545447,798,"Road-550-W Yellow, 40",280,S,F,1,Northwest,1,No Discount,No Discount,84b39a2e-ee0f-4cb5-85fb-6afe6c7e2fee,2012-09-30 00:00:00,2012-10-12 00:00:00,2012-10-07 00:00:00,35291.20,2,647.99,0.00
21339120,825,HL Mountain Rear Wheel,281,M,M,4,Southwest,1,No Discount,No Discount,f35f4418-7b33-446d-8e58-d9cba4a2c794,2014-01-01 00:00:00,2014-01-13 00:00:00,2014-01-08 00:00:00,2387.21,1,2.29,0.00
34130433,897,"LL Touring Frame - Blue, 58",282,M,M,6,Canada,1,No Discount,No Discount,45d51595-8d48-4e6e-8dab-6d772acc1a17,2014-03-31 00:00:00,2014-04-12 00:00:00,2014-04-07 00:00:00,25573.87,4,14.69,0.00
3300883,723,"LL Road Frame - Black, 60",282,M,M,6,Canada,1,No Discount,No Discount,ed892d50-f58f-4a87-9016-3b3cd795b9ae,2013-12-31 00:00:00,2014-01-12 00:00:00,2014-01-07 00:00:00,4241.59,8,72.00,0.00
49624137,985,"Mountain-500 Silver, 42",280,S,F,1,Northwest,1,No Discount,No Discount,16c34367-fbfe-4ce8-ad3c-bb7d30a93239,2011-10-31 00:00:00,2011-11-12 00:00:00,2011-11-07 00:00:00,69681.69,2,178.58,0.00
33843361,895,"LL Touring Frame - Blue, 50",288,S,F,8,Germany,1,No Discount,No Discount,ef3f798c-aaf3-46c4-a069-25121da73d71,2013-11-27 00:00:00,2013-12-09 00:00:00,2013-12-04 00:00:00,45.22,1,4.99,0.00
27456053,860,"Half-Finger Gloves, L",276,M,F,4,Southwest,1,No Discount,No Discount,7bfe5187-8a5a-4525-b3f3-c7c5f5992df1,2014-03-03 00:00:00,2014-03-15 00:00:00,2014-03-10 00:00:00,2419.06,1,34.99,0.00
5401725,735,"ML Road Frame - Red, 60",282,M,M,6,Canada,1,No Discount,No Discount,8811e939-1992-4287-924d-57faaea60371,2014-01-29 00:00:00,2014-02-10 00:00:00,2014-02-05 00:00:00,59234.84,8,445.41,0.00
34843521,901,"LL Touring Frame - Yellow, 54",282,M,M,6,Canada,1,No Discount,No Discount,d2a88267-2daf-4ae1-8734-bd145f30d08e,2013-11-04 00:00:00,2013-11-16 00:00:00,2013-11-11 00:00:00,742.35,1,742.35,0.00
7908624,749,"Road-150 Red, 62",286,S,F,9,Australia,1,No Discount,No Discount,ee38b261-a386-4d87-bc36-c6322be41e56,2013-11-21 00:00:00,2013-12-03 00:00:00,2013-11-28 00:00:00,31.27,1,2.29,0.00
31864543,884,"Short-Sleeve Classic Jersey, XL",284,M,M,1,Northwest,1,No Discount,No Discount,54ed91cc-a49e-4444-947c-8508ae9712b1,2013-11-05 00:00:00,2013-11-17 00:00:00,2013-11-12 00:00:00,928.49,1,769.49,0.00
20890064,822,"ML Road Frame-W - Yellow, 38",290,S,M,7,France,1,No Discount,No Discount,d1856f5b-48e9-4a15-b6d8-5345baf90e30,2014-04-25 00:00:00,2014-05-07 00:00:00,2014-05-02 00:00:00,6.28,1,3.99,0.00
