sales_order_id,product_id,product_name,custumer_id,customer_marital_status,customer_gender,territory_id,territory_name,special_offer_id,special_offer_type,special_offer_category,sales_order_ak,order_date,due_date,ship_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount,stratum,row_num
27374429,859,"Half-Finger Gloves, M",283,S,M,1,Northwest,1,No Discount,No Discount,56aac2f0-82ea-40b4-aeae-f181519af704,2014-06-04,2014-06-16,2014-06-11,entregue no prazo,7,27.28,1,24.99,0.0,5,59
37508938,916,HL Touring Seat/Saddle,284,M,M,1,Northwest,1,No Discount,No Discount,bbefad6c-d47c-4222-b872-ddfd9e403693,2014-05-09,2014-05-21,2014-05-16,entregue no prazo,7,27.28,1,2.29,0.0,5,60
17675885,804,HL Fork,284,M,M,1,Northwest,1,No Discount,No Discount,81c39d8f-48c6-4643-90a7-c271814449a2,2013-12-02,2013-12-14,2013-12-09,entregue no prazo,7,39.98,1,34.99,0.0,5,61
37261232,915,ML Touring Seat/Saddle,280,S,F,1,Northwest,1,No Discount,No Discount,71d50174-c9a3-4c98-b208-80149ab57b74,2014-04-11,2014-04-23,2014-04-18,entregue no prazo,7,56.97,1,21.98,0.0,5,66
12429392,775,"Mountain-100 Black, 38",280,S,F,1,Northwest,1,No Discount,No Discount,81931865-3cc2-4013-bf24-ae13a2b866fb,2013-11-28,2013-12-10,2013-12-05,entregue no prazo,7,38.88,1,3.99,0.0,5,73
19088870,812,ML Road Handlebars,284,M,M,1,Northwest,1,No Discount,No Discount,2a61e63a-1643-46cc-89b2-df0560197bb7,2014-05-02,2014-05-14,2014-05-09,entregue no prazo,7,54.98,1,4.99,0.0,5,83
49864499,986,"Mountain-500 Silver, 44",283,S,M,1,Northwest,1,No Discount,No Discount,e24d151c-25cd-4a36-817c-53936569a9c3,2014-02-22,2014-03-06,2014-03-01,entregue no prazo,7,45.95,1,21.98,0.0,5,84
50912794,992,"Mountain-500 Black, 48",283,S,M,1,Northwest,1,No Discount,No Discount,df2f1d28-79bb-405a-bda5-0d69a85582e1,2013-07-09,2013-07-21,2013-07-16,entregue no prazo,7,60.47,1,21.49,0.0,5,85
16066475,795,"Road-250 Black, 52",283,S,M,1,Northwest,1,No Discount,No Discount,66e508e5-4b9e-4963-88f6-56f126a6be01,2013-07-18,2013-07-30,2013-07-25,entregue no prazo,7,42.28,1,4.99,0.0,5,87
8944707,755,"Road-450 Red, 60",284,M,M,1,Northwest,1,No Discount,No Discount,b7d27655-6b5c-49f2-b182-c6a058cbcded,2013-09-05,2013-09-17,2013-09-12,entregue no prazo,7,89.97,1,34.99,0.0,5,90
4132317,728,"LL Road Frame - Red, 58",280,S,F,1,Northwest,1,No Discount,No Discount,539d7079-4cb7-407e-b396-76af87ebc91a,2013-09-26,2013-10-08,2013-10-03,entregue no prazo,7,539.99,1,539.99,0.0,5,93
32398114,887,"HL Touring Frame - Yellow, 46",284,M,M,1,Northwest,1,No Discount,No Discount,67707cae-f266-43e2-83c0-db4d37e8af06,2013-11-05,2013-11-17,2013-11-12,entregue no prazo,7,548.98,1,539.99,0.0,5,94
51973721,998,"Road-750 Black, 48",284,M,M,1,Northwest,1,No Discount,No Discount,743b31fc-dfe1-4e8e-853f-09b5e3b01dfb,2013-07-21,2013-08-02,2013-07-28,entregue no prazo,7,74.98,1,4.99,0.0,5,102
3141830,722,"LL Road Frame - Black, 58",283,S,M,1,Northwest,1,No Discount,No Discount,f2dd1109-708f-4af0-9d5b-1f6f676abbac,2014-02-06,2014-02-18,2014-02-13,entregue no prazo,7,67.97,1,4.99,0.0,5,108
15297911,791,"Road-250 Red, 52",280,S,F,1,Northwest,1,No Discount,No Discount,0bdd690b-2e65-4eb8-a207-5c6d08935941,2014-06-01,2014-06-13,2014-06-08,entregue no prazo,7,71.95,1,4.99,0.0,5,112
47911460,975,"Road-350-W Yellow, 44",283,S,M,1,Northwest,1,No Discount,No Discount,7e32810c-dad1-446c-9bb7-a770bb824e4a,2013-12-17,2013-12-29,2013-12-24,entregue no prazo,7,49.97,1,9.99,0.0,5,113
52090708,999,"Road-750 Black, 52",280,S,F,1,Northwest,1,No Discount,No Discount,f0c6665b-351b-460a-a831-adbbee046cfd,2013-10-02,2013-10-14,2013-10-09,entregue no prazo,7,31.28,1,28.99,0.0,5,120
27570233,860,"Half-Finger Gloves, L",284,M,M,1,Northwest,1,No Discount,No Discount,5807f840-74f0-43d3-bb34-c55041da4a75,2014-05-11,2014-05-23,2014-05-18,entregue no prazo,7,13.98,1,4.99,0.0,5,121
13022489,778,"Mountain-100 Black, 48",283,S,M,1,Northwest,1,No Discount,No Discount,7b90ac78-4d93-4b93-8a98-9ea1846b8d69,2014-01-01,2014-01-13,2014-01-08,entregue no prazo,7,14.98,1,4.99,0.0,5,122
37965403,919,"LL Mountain Frame - Silver, 48",280,S,F,1,Northwest,1,No Discount,No Discount,71d50174-c9a3-4c98-b208-80149ab57b74,2014-04-11,2014-04-23,2014-04-18,entregue no prazo,7,56.97,1,21.98,0.0,5,123
8867901,755,"Road-450 Red, 60",280,S,F,1,Northwest,1,No Discount,No Discount,24375587-626f-47bc-a5a2-8242c53137c0,2013-10-18,2013-10-30,2013-10-25,entregue no prazo,7,42.28,1,35.0,0.0,5,124
23599748,838,"HL Road Frame - Black, 44",280,S,F,1,Northwest,1,No Discount,No Discount,b2271a53-f2ec-498e-8754-7e3e6282474f,2013-10-04,2013-10-16,2013-10-11,entregue no prazo,7,124.99,1,4.99,0.0,5,132
50683010,991,"Mountain-500 Black, 44",280,S,F,1,Northwest,1,No Discount,No Discount,c36d4514-a34e-450f-bcc3-e95f588e2208,2014-01-09,2014-01-21,2014-01-16,entregue no prazo,7,69.97,1,34.99,0.0,5,133
38557456,922,Road Tire Tube,284,M,M,1,Northwest,1,No Discount,No Discount,67c38fc2-2f33-48b7-bdca-b97341f55708,2014-01-29,2014-02-10,2014-02-05,entregue no prazo,7,96.07,1,34.99,0.0,5,134
40999705,936,ML Mountain Pedal,283,S,M,1,Northwest,1,No Discount,No Discount,ce83c6a5-0c2a-43f2-83c5-ccf866f088c8,2014-03-12,2014-03-24,2014-03-19,entregue no prazo,7,130.56,1,49.99,0.0,5,135
47383092,972,"Touring-2000 Blue, 54",284,M,M,1,Northwest,1,No Discount,No Discount,305eea65-3cc9-4a7d-b720-b11889985b09,2013-12-27,2014-01-08,2014-01-03,entregue no prazo,7,58.95,1,8.99,0.0,5,141
49871930,986,"Mountain-500 Silver, 44",284,M,M,1,Northwest,1,No Discount,No Discount,6536571e-559e-448b-8648-d3319a9dd3dc,2013-11-16,2013-11-28,2013-11-23,entregue no prazo,7,74.98,1,4.99,0.0,5,148
3316375,723,"LL Road Frame - Black, 60",283,S,M,1,Northwest,1,No Discount,No Discount,f15e8673-0ad0-46b5-8e18-6f76efa6c6df,2013-09-06,2013-09-18,2013-09-13,entregue no prazo,7,69.99,1,69.99,0.0,5,151
37260698,915,ML Touring Seat/Saddle,280,S,F,1,Northwest,1,No Discount,No Discount,67c38fc2-2f33-48b7-bdca-b97341f55708,2014-01-29,2014-02-10,2014-02-05,entregue no prazo,7,96.07,1,34.99,0.0,5,152
2104605,716,"Long-Sleeve Logo Jersey, XL",284,M,M,1,Northwest,1,No Discount,No Discount,cc5d90c8-e7a6-4846-9ff3-5b6fd4a28eeb,2014-02-13,2014-02-25,2014-02-20,entregue no prazo,7,2.29,1,2.29,0.0,5,153
39606967,928,LL Mountain Tire,284,M,M,1,Northwest,1,No Discount,No Discount,1d0ca1af-4505-4e91-bfff-666020c0a3e6,2014-06-11,2014-06-23,2014-06-18,entregue no prazo,7,68.97,1,34.99,0.0,5,154
9109023,756,"Road-450 Red, 44",284,M,M,1,Northwest,1,No Discount,No Discount,0227a28c-558b-43d4-b6d7-82b5fd1f64dd,2013-11-01,2013-11-13,2013-11-08,entregue no prazo,7,37.27,1,29.99,0.0,5,160
34513993,899,"LL Touring Frame - Yellow, 44",284,M,M,1,Northwest,1,No Discount,No Discount,3eda47ea-1dc7-42b8-9c4c-1ae349d0ce55,2013-12-09,2013-12-21,2013-12-16,entregue no prazo,7,11.94,1,7.95,0.0,5,165
16423798,797,"Road-550-W Yellow, 38",283,S,M,1,Northwest,1,No Discount,No Discount,b8d8291e-54a7-44bb-ab82-388eed2535c8,2013-07-21,2013-08-02,2013-07-28,entregue no prazo,7,113.97,1,53.99,0.0,5,166
20848782,822,"ML Road Frame-W - Yellow, 38",284,M,M,1,Northwest,1,No Discount,No Discount,b2f8bcb7-b07e-4b0d-8057-af9e7dadfa2d,2013-11-21,2013-12-03,2013-11-28,entregue no prazo,7,76.95,1,9.99,0.0,5,180
47368961,972,"Touring-2000 Blue, 54",283,S,M,1,Northwest,1,No Discount,No Discount,46948340-8b87-4b49-9c8d-80f0d3111ee6,2014-03-15,2014-03-27,2014-03-22,entregue no prazo,7,96.46,1,21.98,0.0,5,182
47502855,973,"Road-350-W Yellow, 40",280,S,F,1,Northwest,1,No Discount,No Discount,d7d0e936-fe4c-45f0-8aa3-bdc61997428a,2014-01-21,2014-02-02,2014-01-28,entregue no prazo,7,114.96,1,49.99,0.0,5,188
8397899,752,"Road-150 Red, 52",283,S,M,1,Northwest,1,No Discount,No Discount,8ed25839-c503-4bbe-8cde-7a348acc9966,2013-07-04,2013-07-16,2013-07-11,entregue no prazo,7,180.98,1,159.0,0.0,5,189
1556210,713,"Long-Sleeve Logo Jersey, S",284,M,M,1,Northwest,1,No Discount,No Discount,4803363e-008b-498c-82c4-4efa49144c28,2014-03-23,2014-04-04,2014-03-30,entregue no prazo,7,30.48,1,8.99,0.0,5,190
20950226,823,LL Mountain Rear Wheel,280,S,F,1,Northwest,1,No Discount,No Discount,641522be-43fd-496a-8bcd-fc801cfa6f0c,2013-11-13,2013-11-25,2013-11-20,entregue no prazo,7,29.93,1,21.98,0.0,5,202
29895597,873,Patch Kit/8 Patches,284,M,M,1,Northwest,1,No Discount,No Discount,912f15a8-919e-48ee-b690-74046efc2541,2014-04-25,2014-05-07,2014-05-02,entregue no prazo,7,4.99,1,4.99,0.0,5,205
27580214,860,"Half-Finger Gloves, L",284,M,M,1,Northwest,2,Volume Discount,Reseller,687a57f5-8f51-48f3-913c-18367f65466c,2014-03-06,2014-03-18,2014-03-13,entregue no prazo,7,7.28,1,2.29,0.0,5,206
43127071,948,Front Brakes,284,M,M,1,Northwest,1,No Discount,No Discount,94bab7cb-e8c2-4b48-ac00-68215ca7644f,2014-01-16,2014-01-28,2014-01-23,entregue no prazo,7,69.97,1,29.99,0.0,5,211
29106099,869,"Women's Mountain Shorts, L",280,S,F,1,Northwest,1,No Discount,No Discount,0da54f73-df41-415d-af9a-724ee47fca85,2013-09-10,2013-09-22,2013-09-17,entregue no prazo,7,27.28,1,2.29,0.0,5,216
17479841,803,ML Fork,283,S,M,1,Northwest,1,No Discount,No Discount,4a5777f3-73b4-4ab5-a8b2-55ff9c3cdf6f,2013-10-02,2013-10-14,2013-10-09,entregue no prazo,7,23.97,1,8.99,0.0,5,223
11257832,768,"Road-650 Black, 44",284,M,M,1,Northwest,1,No Discount,No Discount,c4d7d4b6-2235-413e-b4d4-3cdab6eebd6f,2013-11-05,2013-11-17,2013-11-12,entregue no prazo,7,71.97,1,21.98,0.0,5,226
36279758,909,ML Mountain Seat/Saddle,284,M,M,1,Northwest,1,No Discount,No Discount,6f56e687-e67b-4bcd-bd80-f50914780c5c,2013-11-05,2013-11-17,2013-11-12,entregue no prazo,7,39.99,1,4.99,0.0,5,228
41531799,939,ML Road Pedal,283,S,M,1,Northwest,1,No Discount,No Discount,fcae52eb-54ee-4d27-b560-4b1799ea465b,2014-06-18,2014-06-30,2014-06-25,entregue no prazo,7,96.07,1,3.99,0.0,5,230
12423226,775,"Mountain-100 Black, 38",280,S,F,1,Northwest,1,No Discount,No Discount,11b1e17a-c398-4da7-9284-f6b45c192eb8,2013-10-19,2013-10-31,2013-10-26,entregue no prazo,7,39.98,1,4.99,0.0,5,232
5083435,733,"ML Road Frame - Red, 52",284,M,M,1,Northwest,1,No Discount,No Discount,94b6f620-212d-4122-96a7-fb1e7261c7e5,2014-06-05,2014-06-17,2014-06-12,entregue no prazo,7,99.47,1,35.0,0.0,5,235
6824689,743,"HL Mountain Frame - Black, 42",283,S,M,1,Northwest,1,No Discount,No Discount,d61be4f5-4a91-4a63-89c3-09689039e6b3,2014-04-01,2014-04-13,2014-04-08,entregue no prazo,7,120.95,1,8.99,0.0,5,238
27031014,857,"Men's Bib-Shorts, L",284,M,M,1,Northwest,1,No Discount,No Discount,7073c646-e9c3-416f-beef-762fcd85641e,2014-06-24,2014-07-06,2014-07-01,entregue no prazo,7,34.98,1,4.99,0.0,5,242
10003101,761,"Road-650 Red, 62",284,M,M,1,Northwest,1,No Discount,No Discount,b010ff78-31a9-4250-9504-94250e587344,2014-02-01,2014-02-13,2014-02-08,entregue no prazo,7,39.99,1,4.99,0.0,5,246
30903282,879,All-Purpose Bike Stand,280,S,F,1,Northwest,1,No Discount,No Discount,a2b0d7f8-9c67-43d7-a581-e2c01730c726,2013-12-10,2013-12-22,2013-12-17,entregue no prazo,7,110.46,1,34.99,0.0,5,252
30726174,878,Fender Set - Mountain,280,S,F,1,Northwest,1,No Discount,No Discount,798d71ac-b26d-4711-85b2-b17bb7f3dfe4,2014-02-21,2014-03-05,2014-02-28,entregue no prazo,7,74.98,1,35.0,0.0,5,254
24001294,840,"HL Road Frame - Black, 52",283,S,M,1,Northwest,1,No Discount,No Discount,9b6db0c7-f3de-4cbf-971c-c69816399221,2014-01-06,2014-01-18,2014-01-13,entregue no prazo,7,71.97,1,21.98,0.0,5,262
38544700,922,Road Tire Tube,283,S,M,1,Northwest,1,No Discount,No Discount,8bf7d439-3bc5-43c8-b5e3-0e877a200387,2014-02-26,2014-03-10,2014-03-05,entregue no prazo,7,13.98,1,4.99,0.0,5,264
28575932,866,"Classic Vest, L",280,S,F,1,Northwest,1,No Discount,No Discount,35812b54-ca42-4d43-bdf7-1141ed1819a8,2013-07-23,2013-08-04,2013-07-30,entregue no prazo,7,180.98,1,21.98,0.0,5,267
9273059,757,"Road-450 Red, 48",283,S,M,1,Northwest,1,No Discount,No Discount,4cc9dbe9-f48b-4a55-a1f2-eee003b29684,2014-03-18,2014-03-30,2014-03-25,entregue no prazo,7,95.57,1,8.99,0.0,5,274
31486806,882,"Short-Sleeve Classic Jersey, M",283,S,M,1,Northwest,1,No Discount,No Discount,22964427-5734-4a5b-9fc0-525af4d4ae53,2014-01-06,2014-01-18,2014-01-13,entregue no prazo,7,24.99,1,24.99,0.0,5,276
16417971,797,"Road-550-W Yellow, 38",283,S,M,1,Northwest,1,No Discount,No Discount,5472bf2d-7ff9-4f1b-82e4-801afba2eb9e,2014-05-21,2014-06-02,2014-05-28,entregue no prazo,7,4.99,1,4.99,0.0,5,277
27036953,857,"Men's Bib-Shorts, L",284,M,M,1,Northwest,1,No Discount,No Discount,d2d16fe1-d12f-4216-9f57-bbfd33e5c79d,2014-04-15,2014-04-27,2014-04-22,entregue no prazo,7,14.98,1,4.99,0.0,5,280
47926905,975,"Road-350-W Yellow, 44",284,M,M,1,Northwest,1,No Discount,No Discount,8757d1ff-850e-4d32-86a3-1760f90559b9,2013-10-12,2013-10-24,2013-10-19,entregue no prazo,7,16.27,1,2.29,0.0,5,284
22436781,831,"ML Mountain Frame - Black, 44",284,M,M,1,Northwest,1,No Discount,No Discount,e70bf903-4e9f-4829-ac51-3ab87c320e3a,2014-06-25,2014-07-07,2014-07-02,entregue no prazo,7,126.95,1,8.99,0.0,5,289
36210244,909,ML Mountain Seat/Saddle,280,S,F,1,Northwest,1,No Discount,No Discount,83ec8f03-4b11-4415-a9c7-38eb3c9aa4d0,2014-03-22,2014-04-03,2014-03-29,entregue no prazo,7,78.96,1,9.99,0.0,5,291
38719064,923,Touring Tire Tube,283,S,M,1,Northwest,1,No Discount,No Discount,86f6b60e-4ad7-4eba-9eb2-a46591e6ec9f,2013-11-23,2013-12-05,2013-11-30,entregue no prazo,7,38.98,1,3.99,0.0,5,295
35375096,904,"ML Mountain Frame-W - Silver, 40",283,S,M,1,Northwest,1,No Discount,No Discount,1439bd89-3530-4072-af56-24924cc397a7,2013-12-10,2013-12-22,2013-12-17,entregue no prazo,7,96.07,1,24.49,0.0,5,300
42576123,945,Front Derailleur,283,S,M,1,Northwest,1,No Discount,No Discount,271e564e-ef99-4078-badc-f48670bcf5a7,2014-05-24,2014-06-05,2014-05-31,entregue no prazo,7,49.97,1,9.99,0.0,5,313
27580016,860,"Half-Finger Gloves, L",284,M,M,1,Northwest,1,No Discount,No Discount,ffaba679-fad7-4f6d-a311-11748f0ecf1b,2013-09-29,2013-10-11,2013-10-06,entregue no prazo,7,37.27,1,29.99,0.0,5,315
42709468,946,LL Touring Handlebars,280,S,F,1,Northwest,1,No Discount,No Discount,d4f9b5bf-7ce3-487f-8cdb-8fed4bc19c0c,2013-09-21,2013-10-03,2013-09-28,entregue no prazo,7,89.98,1,49.99,0.0,5,318
35222992,903,"LL Touring Frame - Blue, 44",284,M,M,1,Northwest,1,No Discount,No Discount,ce7fd4ad-521b-41ed-a814-fbc349185377,2014-03-16,2014-03-28,2014-03-23,entregue no prazo,7,47.97,1,3.99,0.0,5,323
22061048,829,Touring Rear Wheel,283,S,M,1,Northwest,1,No Discount,No Discount,1d085922-e32b-4044-af6b-e2ee219f76c2,2013-09-28,2013-10-10,2013-10-05,entregue no prazo,7,68.97,1,34.99,0.0,5,324
48271812,977,"Road-750 Black, 58",283,S,M,1,Northwest,1,No Discount,No Discount,c4016b7b-1e7c-4e9d-a8b6-42721a650506,2014-02-25,2014-03-09,2014-03-04,entregue no prazo,7,78.98,1,8.99,0.0,5,325
45183985,960,"Touring-3000 Blue, 62",280,S,F,1,Northwest,1,No Discount,No Discount,5745f3ad-27dd-4d88-9951-65a76200230c,2014-01-13,2014-01-25,2014-01-20,entregue no prazo,7,7.28,1,4.99,0.0,5,328
6644535,742,"HL Mountain Frame - Silver, 46",283,S,M,1,Northwest,1,No Discount,No Discount,7aabe125-64b8-4df3-acdb-b7c7bee95bd1,2013-09-13,2013-09-25,2013-09-20,entregue no prazo,7,94.46,1,34.99,0.0,5,333
8588055,753,"Road-150 Red, 56",284,M,M,1,Northwest,1,No Discount,No Discount,9a53646c-5190-4400-9218-457e30058e61,2014-02-08,2014-02-20,2014-02-15,entregue no prazo,7,83.97,1,54.99,0.0,5,335
8408405,752,"Road-150 Red, 52",284,M,M,1,Northwest,1,No Discount,No Discount,4044edc4-70cb-444d-a701-5fa91d7ae4cd,2013-08-31,2013-09-12,2013-09-07,entregue no prazo,7,15.23,1,4.99,0.0,5,350
